filme,decada,score,nacionalidade,genero
Twilight Zone: Rod Serling&#39;s Lost Classics,1990,2,USA,Drama
Voll normaaal,1990,1,USA,Animation
Picture Bride,1990,3,USA,Drama
Renaissance Man,1990,2,USA,Comedy
When a Man Loves a Woman,1990,3,USA,Drama
"Ref, The",1990,3,USA,Comedy
Clifford,1990,3,USA,Comedy
"Usual Suspects, The",1990,1,USA,Crime
Se7en,1990,1,USA,Crime
Toy Story,1990,1,USA,Animation
Hackers,1990,2,USA,Crime
Casper,1990,3,USA,Comedy
Outbreak,1990,3,USA,Action
Die Hard: With a Vengeance,1990,1,USA,Action
Empire Records,1990,3,USA,Comedy
Billy Madison,1990,1,USA,Comedy
Braveheart,1990,2,USA,Biography
Pocahontas,1990,3,USA,Animation
Sense and Sensibility,1990,3,USA,Drama
"Bridges of Madison County, The",1990,3,USA,Drama
Mallrats,1990,2,USA,Comedy
Showgirls,1990,3,USA,Drama
Tank Girl,1990,3,USA,Action
How to Make an American Quilt,1990,3,USA,Comedy
Strange Days,1990,3,USA,Crime
Clueless,1990,3,USA,Comedy
Now and Then,1990,3,USA,Comedy
Circle of Friends,1990,3,USA,Drama
Welcome to the Dollhouse,1990,3,USA,Comedy
Four rooms,1990,3,USA,Comedy
Batman Forever,1990,1,USA,Action
Balto,1990,2,USA,Animation
While You Were Sleeping,1990,3,USA,Comedy
Heat,1990,2,USA,Action
French Kiss,1990,2,USA,Comedy
A Goofy Movie,1990,2,USA,Animation
Gold Diggers: The Secret of Bear Mountain,1990,3,USA,Adventure
A little princess,1990,3,USA,Drama
Sabrina,1950,3,USA,Comedy
Apollo 13,1990,3,USA,Adventure
Boys on the Side,1990,3,USA,Comedy
Copycat,1990,3,USA,Drama
"To Wong Foo, Thanks for Everything! Julie Newmar",1990,3,USA,Comedy
Casino,1990,2,USA,Crime
Dangerous Minds,1990,3,USA,Biography
Waterworld,1990,2,USA,Action
Safe,1990,3,USA,Drama
Dolores Claiborne,1990,3,USA,Crime
Canadian Bacon,1990,1,USA,Action
"Addiction, The",1990,3,USA,Drama
"Celluloid Closet, The",1990,3,USA,Documentary
Twelve Monkeys,1990,1,USA,Mystery
"Net, The",1990,3,USA,Action
"Incredibly True Adventures of Two Girls in Love, The",1990,3,USA,Comedy
Serving in Silence,1990,3,USA,Biography
"Baby-Sitters Club, The",1990,3,USA,Comedy
Persuasion,1990,3,USA,Drama
"Pebble and the Penguin, The",1990,2,USA,Animation
Mighty Morphin Power Rangers: The Movie,1990,3,USA,Action
"American President, The",1990,3,USA,Comedy
Jumanji,1990,3,USA,Adventure
Before Sunrise,1990,0,USA,Drama
Species,1990,3,USA,Action
"Quick and the Dead, The",1990,3,USA,Action
Assassins,1990,1,USA,Action
Underground,1990,1,USA,Comedy
"Langoliers, The",1990,3,USA,Horror
Congo,1990,0,USA,Action
Home for the holidays,1990,3,USA,Comedy
Dracula: Dead and Loving It,1990,3,USA,Comedy
Devil in a Blue Dress,1990,1,USA,Crime
"City of Lost Children, The",1990,3,USA,Adventure
Ace Ventura: When Nature Calls,1990,0,USA,Adventure
Kids,1990,3,USA,Drama
Dead Presidents,1990,3,USA,Action
First Knight,1990,2,USA,Action
Higher Learning,1990,3,USA,Crime
GoldenEye,1990,3,USA,Action
Othello,1990,2,USA,Drama
Desperado,1990,1,USA,Action
Party Girl,1990,3,USA,Comedy
Babe,1990,3,USA,Comedy
Village of the Damned,1990,3,USA,Horror
Nick of Time,1990,3,USA,Action
Friday,1990,2,USA,Comedy
Tommy Boy,1990,3,USA,Adventure
Judge Dredd,1990,3,USA,Action
Dead Man Walking,1990,3,USA,Crime
"Basketball Diaries, The",1990,1,USA,Biography
Tall Tale,1990,1,USA,Adventure
Leaving Las Vegas,1990,2,USA,Drama
Heavyweights,1990,0,USA,Comedy
Waiting To Exhale,1990,2,USA,Comedy
It Takes Two,1990,1,USA,Comedy
Rob Roy,1990,0,USA,Adventure
Major Payne,1990,0,USA,Adventure
"Cure, The",1990,1,USA,Adventure
Mr. Holland&#39;s Opus,1990,3,USA,Drama
Bad Boys,1990,1,USA,Action
Grumpier Old Men,1990,3,USA,Comedy
Cutthroat Island,1990,1,USA,Action
Free Willy 2,1990,3,USA,Adventure
Crimson Tide,1990,0,USA,Action
"Rock, The",1990,1,USA,Action
Jane Eyre,1940,3,USA,Drama
Spy Hard,1990,1,USA,Action
Trainspotting,1990,2,USA,Drama
Matilda,1990,3,USA,Comedy
Broken Arrow,1990,0,USA,Action
Space Jam,1990,1,USA,Animation
Independence Day,1990,3,USA,Action
Mission: Impossible,1990,1,USA,Action
From Dusk Till Dawn,1990,1,USA,Action
"Cable Guy, The",1990,1,USA,Comedy
"Quest, The",1990,0,USA,Action
Down Periscope,1990,0,USA,Comedy
Harriet the Spy,1990,3,USA,Comedy
"First Wives Club, The",1990,3,USA,Comedy
I Shot Andy Warhol,1990,3,USA,Biography
Girls Town,1990,3,USA,Comedy
Foxfire,1990,3,USA,Drama
Freeway,1990,3,USA,Crime
DragonHeart,1990,2,USA,Action
"Hunchback of Notre Dame, The",1930,0,USA,Drama
"Long Kiss Goodnight, The",1990,3,USA,Action
Hamlet,1990,1,USA,Drama
Muppet Treasure Island,1990,1,USA,Action
"Craft, The",1990,3,USA,Drama
Escape from L.A.,1990,1,USA,Action
Fly Away Home,1990,3,USA,Adventure
101 Dalmatians,1990,3,USA,Adventure
Homeward Bound II: Lost in San Francisco,1990,1,USA,Adventure
Twister,1990,3,USA,Action
Jingle All the Way,1990,1,USA,Adventure
Female Perversions,1990,3,USA,Drama
Striptease,1990,3,USA,Comedy
Fargo,1990,2,USA,Crime
"Associate, The",1990,3,USA,Comedy
Set It Off,1990,3,USA,Action
Grace of my heart,1990,3,USA,Comedy
Emma,1990,3,USA,Comedy
"English Patient, The",1990,3,USA,Drama
"Spitfire Grill, The",1990,3,USA,Drama
"Mirror Has Two Faces, The",1990,3,USA,Comedy
That Thing You Do!,1990,3,USA,Comedy
Brassed Off,1990,3,USA,Comedy
Walking and Talking,1990,3,USA,Comedy
Beautiful Girls,1990,3,USA,Comedy
Mother Night,1990,1,USA,Drama
August,1990,3,USA,Comedy
Star Trek: First Contact,1990,3,USA,Action
"Glimmer Man, The",1990,1,USA,Action
Hard Eight,1990,0,USA,Crime
"Frighteners, The",1990,3,USA,Comedy
Kingpin,1990,1,USA,Comedy
Big Night,1990,3,USA,Drama
James and the Giant Peach,1990,3,USA,Animation
Romeo + Juliet,1990,3,USA,Drama
Fear,1990,3,USA,Drama
Sabrina the Teenage Witch,1990,3,USA,Comedy
Mars Attacks!,1990,3,USA,Comedy
"Fan, The",1990,1,USA,Action
Mr. Wrong,1990,3,USA,Comedy
Eye for an Eye,1990,3,USA,Crime
"Truth About Cats &amp; Dogs, The",1990,3,USA,Comedy
Chain Reaction,1990,1,USA,Action
Poison Ivy II,1990,3,USA,Drama
"Birdcage, The",1990,2,USA,Comedy
Manny &amp; Lo,1990,3,USA,Comedy
Hellraiser: Bloodline,1990,1,USA,Horror
Lone Star,1990,2,USA,Drama
"Preacher&#39;s Wife, The",1990,3,USA,Comedy
Swingers,1990,2,USA,Comedy
Beavis and Butt-Head Do America,1990,1,USA,Animation
Beautiful Thing,1990,3,USA,Comedy
"Daytrippers, The",1990,3,USA,Comedy
Waiting for Guffman,1990,3,USA,Comedy
Basquiat,1990,2,USA,Biography
Mystery Science Theater 3000: The Movie,1990,1,USA,Comedy
Entertaining Angels: The Dorothy Day Story,1990,3,USA,Biography
Michael,1990,3,USA,Comedy
Curdled,1990,3,USA,Comedy
Eraser,1990,3,USA,Action
"Funeral, The",1990,3,USA,Crime
Sleepers,1990,1,USA,Crime
Evita,1990,3,USA,Biography
Jack,1990,2,USA,Comedy
Primal Fear,1990,1,USA,Crime
"Crucible, The",1990,3,USA,Drama
Jerry Maguire,1990,2,USA,Comedy
Marvin&#39;s Room,1990,3,USA,Drama
Last Man Standing,1990,1,USA,Action
2 Days in the Valley,1990,3,USA,Comedy
Tin Cup,1990,3,USA,Comedy
"Watermelon Woman, The",1990,3,USA,Comedy
Mother,1990,3,USA,Comedy
Daylight,1990,1,USA,Action
Barb Wire,1990,1,USA,Action
Rollergator,1990,3,USA,Family
Michael Collins,1990,1,USA,Biography
"Phantom, The",1990,3,USA,Action
Courage Under Fire,1990,1,USA,Action
Happy Gilmore,1990,0,USA,Comedy
"Arrival, The",1990,1,USA,Mystery
"Substitute, The",1990,1,USA,Action
A time to kill,1990,1,USA,Crime
Bottle Rocket,1990,2,USA,Comedy
Three Days of the Condor,1970,1,USA,Crime
Grey Gardens,1970,3,USA,Documentary
One Flew Over the Cuckoo&#39;s Nest,1970,2,USA,Drama
"Rocky Horror Picture Show, The",1970,3,USA,Comedy
Barry Lyndon,1970,1,USA,Adventure
Jaws,1970,3,USA,Adventure
"Maids, The",1970,3,USA,Drama
Dog Day Afternoon,1970,3,USA,Biography
Nashville,1970,3,USA,Comedy
Dolemite,1970,0,USA,Action
A boy and His Dog,1970,0,USA,Comedy
Switchblade Sisters,1970,3,USA,Action
Love and Death,1970,3,USA,Comedy
Death Race 2000,1970,3,USA,Action
Mandingo,1970,2,USA,Drama
Cleopatra Jones and the Casino of Gold,1970,3,USA,Action
Supervixens,1970,2,USA,Comedy
Dr. Minx,1970,2,USA,Comedy
"Sheba, Baby",1970,0,USA,Action
"Outlaw Josey Wales, The",1970,2,USA,Drama
"Omen, The",1970,3,USA,Horror
Logan&#39;s Run,1970,2,USA,Action
Network,1970,3,USA,Drama
Taxi Driver,1970,1,USA,Crime
Rocky,1970,1,USA,Drama
Silent Movie,1970,1,USA,Comedy
Bugsy Malone,1970,3,USA,Comedy
Sparkle,1970,3,USA,Drama
Revenge Of The Cheerleaders,1970,1,USA,Comedy
Murder by Death,1970,3,USA,Comedy
Marathon Man,1970,1,USA,Crime
Family Plot,1970,3,USA,Comedy
Silver Streak,1970,1,USA,Action
All the President&#39;s Men,1970,1,USA,Drama
"Gumball Rally, The",1970,3,USA,Comedy
Two-Minute Warning,1970,1,USA,Action
Drum,1970,2,USA,Action
Charlies Angels,1970,1,USA,Action
Up!,1970,3,USA,Comedy
Star Wars,1970,1,USA,Action
"Turning Point, The",1970,3,USA,Drama
Julia,1970,3,USA,Drama
Saturday Night Fever,1970,1,USA,Drama
"Many Adventures of Winnie the Pooh, The",1970,0,USA,Animation
"Rescuers, The",1970,3,USA,Animation
Annie Hall,1970,3,USA,Comedy
"Goodbye Girl, The",1970,3,USA,Comedy
3 Women,1970,3,USA,Drama
A Bridge Too Far,1970,1,USA,Drama
Death Trap!,1970,3,USA,Horror
Close Encounters of the Third Kind,1970,1,USA,Drama
Eraserhead,1970,0,USA,Fantasy
"Sentinel, The",1970,3,USA,Horror
High Anxiety,1970,1,USA,Comedy
Slap Shot,1970,3,USA,Comedy
Damnation Alley,1970,0,USA,Sci-Fi
"Spy Who Loved Me, The",1970,1,USA,Action
Martin,1970,1,USA,Drama
"Hills Have Eyes, The",1970,3,USA,Horror
Desperate Living,1970,3,USA,Comedy
"Kentucky Fried Movie, The",1970,1,USA,Comedy
Kingdom of the Spiders,1970,3,USA,Horror
"Race for Your Life, Charlie Brown",1970,3,USA,Animation
"Duelists, The",1970,1,USA,Drama
Bad,1970,3,USA,Comedy
Planet of Dinosaurs,1970,3,USA,Sci-Fi
Pumping Iron,1970,0,USA,Documentary
"Hobbit, The",1970,0,USA,Animation
Emmett Otter&#39;s Jug-Band Christmas,1970,3,USA,Comedy
Days of Heaven,1970,3,USA,Drama
Animal House,1970,2,USA,Comedy
Grease,1970,3,USA,Comedy
"Star Wars Holiday Special, The",1970,1,USA,Adventure
Damien: Omen II,1970,2,USA,Horror
Interiors,1970,3,USA,Drama
Superman,1970,1,USA,Action
Avalanche,1970,2,USA,Action
"Deer Hunter, The",1970,1,USA,Drama
Girlfriends,1970,3,USA,Comedy
A Woman Called Moses,1970,3,USA,Biography
Midnight Express,1970,0,USA,Biography
I Spit on Your Grave,1970,0,USA,Horror
Within the Woods,1970,3,USA,Horror
"Wiz, The",1970,3,USA,Adventure
Battlestar Galactica,1970,3,USA,Action
Foul Play,1970,3,USA,Comedy
Magic,1970,1,USA,Drama
"Boys from Brazil, The",1970,1,USA,Drama
Jaws 2,1970,2,USA,Adventure
Starcrash,1970,3,USA,Action
"Lord of the Rings, The",1970,1,USA,Animation
Gray Lady Down,1970,2,USA,Adventure
Pretty Baby,1970,2,USA,Drama
"Brink&#39;s Job, The",1970,1,USA,Comedy
"Driver, The",1970,0,USA,Action
Convoy,1970,0,USA,Action
Someone&#39;s Watching Me,1970,3,USA,Horror
Piranha,1970,3,USA,Comedy
"Last Waltz, The",1970,1,USA,Documentary
An Unmarried Woman,1970,3,USA,Comedy
Alien,1970,3,USA,Horror
Manhattan,1970,1,USA,Comedy
"Warriors, The",1970,1,USA,Action
"Frisco Kid, The",1970,1,USA,Adventure
Star Trek: The Motion Picture,1970,1,USA,Adventure
All That Jazz,1970,2,USA,Drama
Being There,1970,2,USA,Comedy
"In-Laws, The",1970,3,USA,Action
Apocalypse Now,1970,0,USA,Drama
"China Syndrome, The",1970,3,USA,Drama
"Jerk, The",1970,1,USA,Comedy
Escape from Alcatraz,1970,0,USA,Action
Moonraker,1970,1,USA,Action
"Amityville Horror, The",1970,3,USA,Horror
Rock &#39;n&#39; Roll High School,1970,3,USA,Comedy
Time After Time,1970,2,USA,Adventure
Angels&#39; Brigade,1970,3,USA,Action
"Bell Jar, The",1970,3,USA,Biography
Rocky II,1970,1,USA,Drama
Phantasm,1970,1,USA,Horror
"Black Hole, The",1970,0,USA,Action
Hair,1970,3,USA,Comedy
Kramer vs. Kramer,1970,1,USA,Drama
Tourist Trap,1970,3,USA,Horror
Murder by Natural Causes,1970,1,USA,Crime
"Muppet Movie, The",1970,2,USA,Adventure
"North Avenue Irregulars, The",1970,3,USA,Action
"Rose, The",1970,1,USA,Drama
Norma Rae,1970,3,USA,Drama
Beneath the Valley of the Ultra-Vixens,1970,2,USA,Comedy
"Blues Brothers, The",1980,1,USA,Action
Fame,1980,3,USA,Drama
Star Wars: Episode V - The Empire Strikes Back,1980,0,USA,Action
Nine to Five (9 to 5),1980,3,USA,Comedy
Airplane!,1980,3,USA,Comedy
"Shining, The",1980,2,USA,Drama
Raging Bull,1980,1,USA,Biography
"Nude Bomb, The",1980,1,USA,Action
Loose Shoes,1980,1,USA,Comedy
Any Which Way You Can,1980,1,USA,Action
Resurrection,1980,1,USA,Drama
Fade to Black,1980,3,USA,Comedy
Little Darlings,1980,3,USA,Comedy
Private Benjamin,1980,3,USA,Comedy
Xanadu,1980,3,USA,Fantasy
Cruising,1980,0,USA,Crime
Flash Gordon,1980,3,USA,Action
Somewhere in Time,1980,2,USA,Drama
Can&#39;t Stop the Music,1980,3,USA,Biography
Superman II,1980,3,USA,Action
Friday the 13th,1980,3,USA,Horror
Heaven&#39;s Gate,1980,0,USA,Adventure
Coal Miner&#39;s Daughter,1980,3,USA,Biography
"Blue Lagoon, The",1980,0,USA,Adventure
"Ninth Configuration, The",1980,0,USA,Comedy
Ordinary People,1980,2,USA,Drama
Battle Beyond the Stars,1980,2,USA,Action
"Final Countdown, The",1980,0,USA,Action
Maniac,1930,3,USA,Horror
Popeye,1980,3,USA,Adventure
American Gigolo,1980,3,USA,Crime
Kagemusha,1980,0,USA,Drama
Health,1980,3,USA,Comedy
Caddyshack,1980,2,USA,Comedy
Cannibal! the Musical,1980,3,USA,Adventure
Raiders of the Lost Ark,1980,3,USA,Action
Clash of the Titans,1980,3,USA,Action
My Dinner With Andre,1980,0,USA,Comedy
Ms. 45,1980,3,USA,Crime
Rich and Famous,1980,3,USA,Drama
Southern Comfort,1980,0,USA,Action
"Fox and the Hound, The",1980,2,USA,Animation
Escape from New York,1980,0,USA,Action
History of the World: Part I,1980,1,USA,Comedy
Polyester,1980,3,USA,Comedy
"Great Muppet Caper, The",1980,3,USA,Adventure
Reds,1980,3,USA,Biography
An American Werewolf in London,1980,2,USA,Comedy
Heavy Metal,1980,1,USA,Animation
Body Heat,1980,2,USA,Crime
Mommy Dearest,1980,3,USA,Biography
"Evil Dead, The",1980,1,USA,Horror
Pennies from Heaven,1930,3,USA,Comedy
Looker,1980,1,USA,Drama
Friday the 13th Part 2,1980,2,USA,Horror
Halloween II,1980,3,USA,Horror
Stripes,1980,2,USA,Comedy
"Howling, The",1980,3,USA,Horror
For Your Eyes Only,1980,3,USA,Action
"Marva Collins Story, The",1980,1,USA,Biography
Blow Out,1980,3,USA,Crime
Dragonslayer,1980,1,USA,Action
Shock Treatment,1980,3,USA,Comedy
"Prowler, The",1980,3,USA,Horror
Galaxy of Terror,1980,3,USA,Action
Ragtime,1980,2,USA,Drama
Excalibur,1980,1,USA,Adventure
Thief,1980,0,USA,Action
On a Golden Pond,1980,1,USA,Drama
Dead and Buried,1980,1,USA,Horror
Absence of Malice,1980,3,USA,Drama
Victory,1980,0,USA,Drama
Nighthawks,1980,0,USA,Action
"Four Seasons, The",1980,3,USA,Comedy
Blade Runner,1980,1,USA,Action
Conan the Barbarian,1980,1,USA,Action
"Ladies and Gentlemen, the Fabulous Stains",1980,3,USA,Comedy
Star Trek: The Wrath of Khan,1980,3,USA,Action
TRON,1980,0,USA,Action
"Dark Crystal, The",1980,1,USA,Adventure
"Secret of NIMH, The",1980,3,USA,Animation
"Last Unicorn, The",1980,3,USA,Animation
E.T.: The Extra-Terrestrial,1980,3,USA,Adventure
Liquid Sky,1980,3,USA,Sci-Fi
"Thing, The",1980,0,USA,Horror
Deathtrap,1980,3,USA,Comedy
"King of Comedy, The",1980,1,USA,Comedy
Fast Times at Ridgemont High,1980,2,USA,Comedy
Smithereens,1980,3,USA,Drama
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1980,3,USA,Comedy
Cat People,1940,3,USA,Fantasy
Tootsie,1980,1,USA,Comedy
Grease 2,1980,3,USA,Comedy
"Slumber Party Massacre, The",1980,3,USA,Horror
First Blood,1980,0,USA,Action
Forbidden World,1980,3,USA,Horror
Koyaanisqatsi,1980,0,USA,Documentary
"Best Little Whorehouse in Texas, The",1980,3,USA,Comedy
Diner,1980,1,USA,Comedy
Poltergeist,1980,3,USA,Horror
Friday the 13th Part III,1980,3,USA,Horror
Frances,1980,3,USA,Biography
48 Hrs.,1980,2,USA,Action
"Last American Virgin, The",1980,3,USA,Comedy
"Verdict, The",1980,1,USA,Drama
Rocky III,1980,0,USA,Drama
"State of Things, The",1980,3,USA,Drama
Swamp Thing,1980,2,USA,Horror
An Officer and a Gentleman,1980,3,USA,Drama
"Beast Within, The",1980,1,USA,Horror
"Fits, The",1980,1,USA,Drama
Missing,2020,3,USA,Drama
Evil Under the Sun,1980,3,USA,Crime
"Entity, The",1980,3,USA,Drama
Victor Victoria,1980,3,USA,Comedy
Tex,1980,2,USA,Drama
Sorceress,1980,3,USA,Action
"World According to Garp, The",1980,3,USA,Comedy
Six Pack,1980,2,USA,Comedy
Silkwood,1980,3,USA,Biography
Star Wars: Episode VI - Return of the Jedi,1980,1,USA,Action
Trading Places,1980,1,USA,Comedy
Breathless,1980,0,USA,Action
Rumble Fish,1980,2,USA,Crime
El Norte,1980,3,USA,Adventure
Born in Flames,1980,3,USA,Comedy
Lianna,1980,3,USA,Drama
WarGames,1980,1,USA,Action
Superman III,1980,3,USA,Action
Terms of Endearment,1980,3,USA,Comedy
Go for It,1980,0,USA,Action
"Man With Two Brains, The",1980,1,USA,Comedy
Scarface,1930,1,USA,Action
"Dead Zone, The",1980,1,USA,Drama
A Christmas Story,1980,1,USA,Comedy
Krull,1980,1,USA,Action
Mickey&#39;s Christmas Carol,1980,1,USA,Animation
Jaws 3-D,1980,3,USA,Adventure
"Outsiders, The",1980,2,USA,Crime
Yentl,1980,3,USA,Drama
Cujo,1980,3,USA,Horror
Strange Brew,1980,1,USA,Comedy
Deathstalker,1980,1,USA,Action
Wild Style,1980,3,USA,Drama
"Best Christmas Pageant Ever, The",1980,3,USA,Comedy
Suburbia,1980,3,USA,Drama
Risky Business,1980,3,USA,Comedy
Under Fire,1980,1,USA,Drama
Gremlins,1980,1,USA,Comedy
Conan the Destroyer,1980,3,USA,Action
"Bostonians, The",1980,3,USA,Drama
Police Academy,1980,3,USA,Comedy
Amadeus,1980,3,USA,Biography
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1980,3,USA,Adventure
Indiana Jones and the Temple of Doom,1980,0,USA,Action
Star Trek III: The Search for Spock,1980,1,USA,Action
"Terminator, The",1980,3,USA,Action
Sixteen Candles,1980,3,USA,Comedy
"Karate Kid, The",1980,3,USA,Action
This Is Spinal Tap,1980,1,USA,Comedy
Beverly Hills Cop,1980,0,USA,Action
Supergirl,1980,3,USA,Action
A Soldier&#39;s Story,1980,0,USA,Crime
Blame It on Rio,1980,3,USA,Comedy
Love Streams,1980,3,USA,Drama
Night of the Comet,1980,3,USA,Comedy
Splash,1980,1,USA,Comedy
"Natural, The",1980,1,USA,Drama
"Neverending Story, The",1980,1,USA,Adventure
A nightmare on Elm Street,1980,3,USA,Horror
Purple Rain,1980,3,USA,Drama
Repo Man,1980,2,USA,Action
Protocol,1980,3,USA,Comedy
2010,1980,1,USA,Adventure
"Last Starfighter, The",1980,3,USA,Action
"Muppets Take Manhattan, The",1980,3,USA,Adventure
Top Secret!,1980,0,USA,Comedy
A Passage to India,1980,3,USA,Adventure
Body Double,1980,2,USA,Crime
Friday the 13th Part IV: The Final Chapter,1980,3,USA,Horror
Blood Simple.,1980,1,USA,Crime
Revenge of the Nerds,1980,1,USA,Comedy
Starman,1980,0,USA,Romance
Children of the Corn,1980,3,USA,Horror
Trancers,1980,1,USA,Action
Once Upon A Time In America,1980,1,USA,Crime
Bachelor Party,1980,3,USA,Comedy
Johnny Dangerously,1980,3,USA,Comedy
Godzilla 1985,1980,0,USA,Action
"Silent Night, Deadly Night",1980,3,USA,Horror
"Philadelphia Experiment, The",1980,1,USA,Adventure
"Ice Pirates, The",1980,2,USA,Action
Best Defense,1980,2,USA,Comedy
Angel,1980,3,USA,Action
Romancing the Stone,1980,3,USA,Action
"Initiation, The",1980,3,USA,Horror
All of Me,1980,2,USA,Comedy
Rhinestone,1980,3,USA,Comedy
C.H.U.D.,1980,2,USA,Horror
"Warrior and the Sorceress, The",1980,0,USA,Adventure
Back to the Future,1980,2,USA,Adventure
"Breakfast Club, The",1980,3,USA,Comedy
Just One of the Guys,1980,3,USA,Comedy
Red Sonja,1980,3,USA,Action
Weird Science,1980,3,USA,Comedy
Police Academy 2: Their First Assignment,1980,1,USA,Comedy
Agnes of God,1980,3,USA,Drama
Girls Just Want to Have Fun,1980,3,USA,Comedy
Brazil,1980,3,USA,Drama
Anne of Green Gables,1930,3,USA,Comedy
"Color Purple, The",2020,3,USA,Drama
Real Genius,1980,1,USA,Comedy
White Nights,1980,1,USA,Drama
Clue,1980,3,USA,Comedy
Ladyhawke,1980,0,USA,Adventure
Dim Sum: A Little Bit of Heart,1980,3,USA,Comedy
Desperately Seeking Susan,1980,3,USA,Comedy
"Trip To Bountiful, The",1980,3,USA,Drama
Fletch,1980,1,USA,Comedy
"Black Cauldron, The",1980,3,USA,Animation
Enemy Mine,1980,0,USA,Action
Fandango,1980,0,USA,Comedy
Commando,1980,1,USA,Action
Return to Oz,1980,3,USA,Adventure
"Goonies, The",1980,3,USA,Adventure
Better Off Dead,1980,3,USA,Comedy
Starchaser: The Legend of Orin,1980,1,USA,Animation
Desert Hearts,1980,3,USA,Drama
A Chorus Line,1980,3,USA,Drama
Sweet Dreams,1980,3,USA,Biography
Day of the Dead,1980,0,USA,Horror
After Hours,1980,2,USA,Comedy
"Care Bears Movie, The",1980,3,USA,Animation
Barbarian Queen,1980,3,USA,Adventure
Purple Rose of Cairo,1980,3,USA,Comedy
"Sure Thing, The",1980,3,USA,Comedy
Friday the 13th: A New Beginning,1980,3,USA,Horror
Re-Animator,1980,0,USA,Comedy
Spies Like Us,1980,1,USA,Adventure
Witness,1980,3,USA,Drama
"Legend of Billie Jean, The",1980,3,USA,Action
Fright Night,1980,2,USA,Horror
A Nightmare on Elm Street 2: Freddy&#39;s Revenge,1980,3,USA,Horror
Out of Africa,1980,3,USA,Biography
A View to a Kill,1980,1,USA,Action
Kiss of the Spider Woman,1980,2,USA,Drama
Rambo: First Blood Part II,1980,0,USA,Action
Rocky IV,1980,2,USA,Drama
Flesh+Blood,1980,3,USA,Adventure
La Negrita: the Miracle of Our Lady of Los Angeles,1980,1,USA,Drama
Howling II: ... Your Sister Is a Werewolf,1980,2,USA,Horror
Pee-wee&#39;s Big Adventure,1980,1,USA,Adventure
"Last Dragon, The",1980,3,USA,Action
Teen Wolf,1980,2,USA,Comedy
Pale Rider,1980,2,USA,Drama
Ocean Drive Weekend,1980,3,USA,Comedy
Once Bitten,1980,3,USA,Comedy
Hellhole,1980,3,USA,Action
Short Circuit,1980,3,USA,Comedy
Ferris Bueller&#39;s Day Off,1980,3,USA,Comedy
Labyrinth,1980,3,USA,Adventure
Aliens,1980,3,USA,Action
Police Academy 3: Back in Training,1980,1,USA,Comedy
Stand By Me,1980,0,USA,Adventure
Hannah and Her Sisters,1980,3,USA,Comedy
Highlander,1980,2,USA,Action
"Clan of the Cave Bear, The",1980,3,USA,Adventure
Top Gun,1980,2,USA,Action
Jumpin&#39; Jack Flash,1980,3,USA,Comedy
Little Shop of Horrors,1980,1,USA,Comedy
Peggy Sue Got Married,1980,3,USA,Comedy
Big Trouble in Little China,1980,3,USA,Action
"Money Pit, The",1980,2,USA,Comedy
Armed and Dangerous,1980,1,USA,Action
An American Tail,1980,3,USA,Animation
Star Trek IV:  The Voyage Home,1980,3,USA,Action
SpaceCamp,1980,3,USA,Adventure
Blue Velvet,1980,1,USA,Crime
When the Wind Blows,1980,0,USA,Animation
"Fly, The",1950,2,USA,Drama
"&#39;night, Mother",1980,3,USA,Drama
Down by Law,1980,1,USA,Comedy
Platoon,1980,0,USA,Drama
